,Date,Author,Vertical,Headline,Description
140,"Apr 3, 2019, 04:21 IST","Rujuta Parekh / TNN / Apr 3, 2019, 04:21 IST",PUNE NEWS,Man stuck under bus rescued in 20-minute operation,"KOLKATA: A man, aged about 35 years, was critically injured when an air-conditioned government bus reportedly hit him on a busy stretch in central Kolkata. It took the police around 20 minutes to rescue him from under the low-floored bus. Till late evening, cops could not ascertain his name. The bus driver was arrested.
Several witnesses said that the bus — that plied on AC-4 route and headed to Howrah from Parnasree — had reached the Red Road-J & N Island crossing in Esplanade when the accident occurred. “The bus was trying to take a tight turn towards Raj Bhawan when the pedestrian suddenly came in front of the bus,” said Saswata Ghosal, a witness.

The bus had a low floor. As a result, the victim got stuck under it. Two ambulances and several police personnel — who were on duty at Esplanade and the Brigade Parade Grounds — reached the spot, but could not pull him out. Several passengers of the bus alighted and frantically tried to reach out to the victim, but in vain.
“We finally had a crane brought to the spot and it lifted the heavy bus that weighed 16,200kg. As soon as the bus was removed, we rescued the victim and took him to the NCB ward of SSKM Hospital. His condition is stated to be critical,” said an officer. “It took us around 20 minutes to execute the entire operation,” he added.
BEST SELLING PRODUCTS
TOP DEALS
TV
Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage)
39990
74999(47% Off)
BUY
Samsung 7.0 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA70T4262BS/TL, Imperial Silver, Wobble technology)
18195
26100(31% Off)
BUY
Previous
Next
The bus was seized by the Maidan police. A case of death due to rash and negligent driving was registered. “We went by the rule book, but we are intrigued how he got under a low floor bus. He might even have been a passenger,” another officer said.
Cops said they were checking the CCTV footage of the area and if it is proved the driver was following road rules, charges against him will be dropped."
141,"Apr 3, 2019, 04:21 IST","Nazar Abbas / TNN / Apr 3, 2019, 04:21 IST",MANGALURU NEWS,US robotics give this government school glimpse of future,"NEW DELHI: Himanshu Shakya was pleasantly surprised on Tuesday when he reached school and found his science teacher urging him to rush to the laboratory. Initially circumspect, the 16-year-old was flush with excitement four hours later, having created a soft robot claw.
This was the first time in his 12 years of school that the student of Rajkiya Pratibha Vikas Vidyalaya (RPVV), Dwarka, had made something of his own. And for this, he has Ankur Goel to thank for. The alumni of RPVV, Yamuna Vihar, and fellow at Harvard Biodesign Lab, Massachusetts, US, was at the school to conduct a two-day robotics workshop. “After Class XII, I want to study engineering, and participating in the workshop was a great experience. I am very interested in robotics because I think it is the future,” said a happy Shakya.

On Tuesday Shakya and 14 other Class XII and VIII students attended the workshop. On Monday, 15 Class IX students had done so. They used Harvard Biodesign Lab’s Soft Robotics Toolkit to make the electric claw. The initiative was started by Professor Conor Walsh in collaboration with Professor Donal Holland and is funded by Tata Trusts through The Lakshmi Mittal and Family South Asia Institute, Harvard University.
Goel, 22, explained, “The goal is to educate students in cutting-edge soft robotics research through hands-on learning. Our toolkit team develops low-cost kits that can be used in underprivileged classrooms in India.” Overseeing the workshop was R P Singh, Goel’s teacher at RPVV, Yamuna Vihar, and now the principal of RPVV, Dwarka.
BEST SELLING PRODUCTS
TOP DEALS
TV
Eureka Forbes Aquaguard Aura UV e-boiling, Ultra Filtration, Active Copper, Mineral Guard Technology, Water Purifier (Black and Copper)
10498
16500(37% Off)
BUY
Samsung 7.0 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA70T4262BS/TL, Imperial Silver, Wobble technology)
18195
26100(31% Off)
BUY
Previous
Next
“Having studied in a government school, I understand there are constraints of exposure,” Goel said on why it was important for government schools to have this sort of experience. “When I went to IIT-Delhi, I found people straight out of school comfortably handling materials, unlike me.”
RPVV, Dwarka, was one of the two schools chosen for the workshop, the other being Shiv Nadar School, Noida. Vikas Kumar, Shakya’s classmate, would not stop playing with the silicon in the toolkit and exulted, “I am doing all this for the first time.” And Shakya already saw how his creation could be used: “One can attach the soft robotic claw to a drone for lifting light things.”
Singh was excited to see the curiosity of his students. “They so quickly understood how to make these things. They will never forget it,” he said. And as a participant of Monday’s workshop ran in to ask him for permission to take the claw to show his friends in his colony, the principal smiled broadly, “This is how education should be imparted, with students getting hands-on learning.”
Science teacher Kusum Nagpal is thinking of how to give more students the same experience. “Apart from the silicon, other kit items can be replicated. Maybe we can try with clay,” she said optimistically."
142,"Updated: Apr 3, 2019, 11:52 IST","TNN / Updated: Apr 3, 2019, 11:52 IST",THIRUVANANTHAPURAM NEWS,11.6-inch-long gall bladder removed from Kolkata woman,"KOLKATA: Doctors at a city hospital extracted an 11.6-inch long gall bladder from a 61-year-old woman. The surgery was done through laparoscopic procedure. Tapati Bhowmik was suffering from an acute stomach ache on the right side of her upper abdomen region.

Having conducted an ultrasonography on the woman, the doctors at AMRI Hospitals, Mukundapur, detected a sizeable obstruction in her gallbladder. However, the 11.6-inch gall bladder is a few inches short of beating the world record. The longest gall bladder was measured 11.8 inches and found in Suman Rao (46), a woman from Churu, Rajasthan in August, 2016. Doctors at Sawai Man Singh Hospital in Jaipur had removed the gall bladder, which was acknowledged by the Guinness Book as the longest gallbladder.
In Kolkata, Sanjoy Mandal, senior GI, laparoscopic and onco surgeon, who conducted the surgery on Bhowmik, decided to conduct a CT scan and found that the gall bladder had extended much beyond its normal size to almost 12 inches, as opposed to the natural length of three to five inches.
BEST SELLING PRODUCTS
TOP DEALS
TV
Eureka Forbes Aquaguard Aura UV e-boiling, Ultra Filtration, Active Copper, Mineral Guard Technology, Water Purifier (Black and Copper)
10498
16500(37% Off)
BUY
Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i3 15.6 FHD Thin and Light Laptop (8GB/256GB SSD/Windows 10/MS Office/2 Year Warranty/Arctic Grey/1.65Kg), 82H801CUIN
41990
56690(26% Off)
BUY
Previous
Next
The diameter of the gallbladder, which is normally around four millimetres, had also expanded significantly. Mandal extracted the gall bladder along with two gall stones, each almost 3cm in diameter, from the patient through the laparoscopic procedure by stretching two of the holes made in her stomach.
“Even though gall bladder surgeries are common, this case was particularly critical since one of the stones was putting pressure on the bile duct, causing further discomfort to the patient and making further complications, especially due to her pre-existing medical conditions. The patient suffers from pre-existing conditions like COPD, hypothyroidism and diabetes mellitus,” Mandal added."
143,"Apr 3, 2019, 04:22 IST","Avijit Chatterjee / TNN / Apr 3, 2019, 04:22 IST",BHOPAL NEWS,A few good men to save Delhi’s green lungs,"NEW DELHI: To protect Delhi Ridge, which has been facing rampant encroachment over the last two decades, around 150 private guards will be added to bolster patrolling and monitoring in some of the worst affected areas.

In a recent meeting, Ridge Management Board approved the move, citing problems in manpower for effective patrolling that lead to degradation.
Documents accessed by TOI show that at present, 147 new guards will be deployed at a cost of Rs 13.6 crore. Six new porta cabins, which will act as beat offices, and 31 patrolling cars and bikes will also be added.
BEST SELLING PRODUCTS
TOP DEALS
TV
Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black) (2021 Model) | With Dolby Digital Plus and DTS Tru Surround
36999
59990(39% Off)
BUY
Samsung 198 L 5 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2H2W9R/HL, Paradise Purple, Base Stand with Drawer)
17999
22990(22% Off)
BUY
Previous
Next
The 7,784-hectare Ridge “is under constant threat of encroachment. Since there are only three rangers, 15 deputy range officers and 77 guards for entire Delhi, additional manpower is required for active patrolling of Ridge areas”, the board observed. The guards will be deployed on a daily basis and paid minimum wages.
Vimlendu Jha, a board member, told TOI that it was agreed that the Ridge needed better protection. Steps will be taken to map the Ridge areas and appoint four project associates. “The current staff did not have the requisite equipment or vehicles to go around. Besides getting more cars and bikes, tractors for plantation and project associates for Ridge demarcation will be hired,” said Jha.
The total cost will be around Rs 19 crore. “The board had unused funds worth nearly Rs 200 crore. We are now looking to use it to protect the Ridge better and improve its habitat,” he added.
National Green Tribunal (NGT) recently rapped the revenue and forest departments for delaying the process of demarcating Delhi Ridge. According to board officials, the south deputy conservator of forests has been asked to prepare maps of the entire Ridge boundary to clearly show the boundary walls and encroachments. “The chief secretary desired that a separate meeting of RMB be called exclusively to discuss the status/progress report on the demarcation of Southern Ridge,” the documents stated.
The board had last year allotted nearly Rs 12 crore for a project in Central Ridge, which involved beautification, nature trails and removal of vilayati kikar in a 10ha area. The project, which is to be executed by Centre for Environmental Management of Degraded Ecosystems (CEMDE), is, however, yet to start.
WATCH
Rs 19 crore project to protect Delhi Ridge underway"
144,"Updated: Apr 3, 2019, 11:14 IST","TNN / Updated: Apr 3, 2019, 11:14 IST",PUNE NEWS,Mamata Banerjee's kin gave false info for PAN & OCI cards: MHA,"KEY HIGHLIGHTS
MHA has served a show-cause notice to wife of Mamata Banerjee's nephew for making false representation and concealing material facts
Home ministry in its show-cause notice said it was of the opinion that her registration as OCI card holder is liable for cancellation in public interest"
145,"Apr 3, 2019, 04:22 IST","Sarfaraz Ahmed / TNN / Apr 3, 2019, 04:22 IST",MANGALURU NEWS,Minding the language of differently abled with this new DU curriculum,"NEW DELHI: Delhi University’s English department is likely to add disability literature as part of its revised curriculum for the undergraduate courses. The new course is expected to be given to colleges as an elective in both the undergraduate and master’s degree programmes.

According to a member of the English department, “The idea behind the new course is to make the undergraduate students view literature through the lens of disability and to evolve in them a fresh critical perspective for reading literary representations and to enable them to explore various forms of literary representations of disability. This will help make them aware of the different ways in which disability figures and operates in a literary narrative.”
In short, this course aims to introduce the undergraduate students to the fundamental tenets of literary and cultural disability studies with the intention of bringing about a change in the way they have traditionally responded to disability and disabled people. Over the past two decades, literary and cultural studies have opened up new spaces from where the traditional notion of disability as a negative difference in relation to normalcy can be challenged.
BEST SELLING PRODUCTS
TOP DEALS
TV
Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage)
39990
74999(47% Off)
BUY
Samsung 198 L 5 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2H2W9R/HL, Paradise Purple, Base Stand with Drawer)
17999
22990(22% Off)
BUY
Previous
Next
Raj Kumar, head of the department of English, said that they are looking to make the new syllabus “inclusive.” The objective of disability studies, therefore, he said, was to “include literature from marginal sections to give students a fresh perspective”.
On the MA course, already approved by DU’s Standing committee, faculty member Anil Aneja said it will “promote sensitivity and understanding regarding disability” among future researchers and teachers by engaging students and will “familiarise students with historical outlook, disability theories and issues in relation to socio-cultural context and disability representations in literature”.
The department said that by the end of this course, the students should be able to gain an understanding of issues and concerns of persons with disabilities who are only now being included in the mainstream higher education system, both in terms of numbers and as voices in the academic curriculum. HoD Kumar added that courses on caste are also being planned at both the BA and MA levels."
146,"Apr 3, 2019, 04:23 IST","Siva G / TNN / Apr 3, 2019, 04:23 IST",PUNE NEWS,"Bombay high court fines Sheetal Mafatlal Rs 7 lakh, says try her for false case","MUMBAI: Bombay high court on Tuesday paved the way for criminal prosecution of socialite Sheetal Mafatlal for filing a false case of art theft against three friends in 2012.
Justice Mridula Bhatkar upheld a 2015 order of a magistrate for her prosecution and partially set aside a sessions court order that had saved her from it. The HC also imposed Rs 7 lakh as cost on Sheetal, of which she has to pay Rs 5 lakh to the police welfare fund and Rs 2 lakh to the state legal aid services authority in the Manodhairya scheme within two weeks.


If convicted of the charges slapped on her (see box), Sheetal could face up to seven years in jail.
BEST SELLING PRODUCTS
TOP DEALS
TV
Samsung 7.0 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA70T4262BS/TL, Imperial Silver, Wobble technology)
18195
26100(31% Off)
BUY
Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i3 15.6 FHD Thin and Light Laptop (8GB/256GB SSD/Windows 10/MS Office/2 Year Warranty/Arctic Grey/1.65Kg), 82H801CUIN
41990
56690(26% Off)
BUY
Previous
Next
Sheetal had accused Arif Patel, 44, a transport magnate, Farukh Wadia, 54, and Yasmin Valibhoy, 55, of replacing 31 original paintings belonging to her with copies. A magistrate had held the case to be false and ordered her prosecution.
Dismissing Sheetal’s counsel Mukesh Vashi’s submission that “the magistrate had missed the real controversy’’, Justice Bhatkar confirmed the order, saying: “I do not find any good reason why the police should not launch prosecution against the first informant (Sheetal) as provided under the law.”
The judge also did not accept submissions that Sheetal can be saddled only with costs. Pointing out that the police investigated the case for three years, she said: “Court’s time is unnecessarily taken in this prosecution and thus, in this case, public time and machinery cannot be compensated in terms of money. The law and order cannot be substituted for money, hence the legal action (is) to proceed.”
Vashi said they would consider going to the Supreme Court after studying the HC order.
In 2014, the police cleared her three friends, recommended closure of the case as “false” and sought Sheetal’s prosecution. Referring to the case records and statements of 22 witnesses, the HC said: “This gist gives the entire picture how the duplicate paintings were prepared and replaced and the original paintings were kept under the command of Sheetal Mafatlal. Thus, it ex facie discloses that she has thorough knowledge of what she was doing and where the original paintings are and yet she has registered a false FIR...”
Sheetal challenged the magistrate’s order of May 2015 before sessions judge R G Wankhade, who in September that year set aside the prosecution part of the order, but upheld closure of the theft case. The state government challenged the order in 2016, calling it “erroneous and illegal”. Valibhoy also moved the HC."
147,"Updated: Apr 3, 2019, 11:45 IST","TNN / Updated: Apr 3, 2019, 11:45 IST",MANGALURU NEWS,Former cricketers express surprise at Arothe’s arrest,"Vadodara: The cricketing fraternity from the city came out in support of Indian women team’s former coach Tushar Arothe who was arrested in IPL betting case on Monday night.
Arothe, who has played 114 first class matches for Baroda, was later released on bail.

“I have known Arothe for a long time now. He has always played cricket with integrity and he will never do such thing. I was his captain in Baroda Ranji team during our playing days and he was always known for his discipline. The entire cricketing fraternity is with him,” said Kiran More, former India keeper.
Former India cricketer and coach, Anshuman Gaekwad too said, “Arothe is a quite balanced person who knows what is right and wrong. He won’t do any act for earning quick money and damage his hard-earned reputation. I am surprised by whatever has happened.”
BEST SELLING PRODUCTS
TOP DEALS
TV
Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black) (2021 Model) | With Dolby Digital Plus and DTS Tru Surround
36999
59990(39% Off)
BUY
Bosch 8 Kg Fully Automatic Front Load Washing Machine (WAJ2846SIN, Silver)
36689
51090(29% Off)
BUY
Previous
Next
After retiring from first-class cricket in 2003, Arothe was appointed as coach of Baroda women’s cricket team. He then coached various state cricket teams and was appointed as Indian women cricket team’s coach in 2009. He was again appointed as Indian women team’s coach ahead of 2017 world cup and Arothe took the team to finals. He resigned from his post in July last year after differences cropped up with team captain, Harmanpreet Kaur.
Ex-Baroda Ranji player and former chairman of junior national selection committee, Connor Williams said, “Arothe was a seasoned cricketer and he always knew what is to be done and what not. I am shocked and find it very hard to believe that such a case has been filed against him. I have played with him and I know him as a matured sportsperson.”
Snehal Parikh, secretary (in-charge), Baroda Cricket Association (BCA), said, “It is very unfortunate that something like this has happened. Arothe was always a professional and he came from grassroots. He had a clean track record and he won’t every do such thing.”"
148,"Apr 3, 2019, 04:23 IST","Sarang Dastane / TNN / Apr 3, 2019, 04:23 IST",NAGPUR NEWS,Navi Mumbai: Man accused of forging documents escapes from court,"NAVI MUMBAI: After the Judicial Magistrate First Class (JMFC) court at CBD-Belapur questioned the authenticity of a ration card provided by Chembur resident Rajendra Hiwale in the court, the latter gave a slip from the court premises on the pretext of visiting a toilet. Hiwale had made his wife appear as surety for an accused and the ration card was part of surety papers.
The incident occurred on Saturday. When Hiwale’s wife was questioned about the ration card as surety for the accused, Asgar Shaikh, in a criminal case, she referred to her husband. Hiwale got nervous while being grilled and escaped from the court premises. An FIR has been registered at CBD police station."
149,"Updated: Apr 3, 2019, 11:45 IST","TNN / Updated: Apr 3, 2019, 11:45 IST",VISAKHAPATNAM NEWS,Student shot at on BHU campus,"VARANASI: A student of Banaras Hindu University was shot at by some unknown miscreants on the campus on Tuesday evening. He was rushed to the Trauma Centre, where his condition is stated to be serious. Police were investigating the matter.
According to reports, when Gaurav Singh, an MCA student of the university, was passing near Birla Hotel, three miscreants on a motorcycle opened fire on him and fled from the scene.
He sustained bullet injury on his stomach and was immediately rushed to the Trauma Centre by students.
Panic prevailed on the campus after the shooting. The police swung into action after getting information. BHU spokesperson Rajesh Singh said that the police were informed and legal formalities were being initiated."
150,"Apr 3, 2019, 04:24 IST","TNN / Apr 3, 2019, 04:24 IST",BAREILLY NEWS,Insurance firm files complaint against pathologist over sign,"Pune: An insurance claim investigating agency has registered a complaint against a practising woman pathologist in Pune for flouting norms by allowing various laboratories in the district and in Malegaon to use her ready-made signature prints on patients’ pathology reports without personally supervising them.
The agency has submitted the complaint to the Maharashtra Association of Practising Pathologists and Microbiologists (MAPPM) as well as Maharashtra Medical Council (MMC) in this regard. The malpractice came to light during investigation of various claims submitted by patients to the insurance agency.
The woman pathologist’s signed reports were being given to patients at laboratories on Satana Road in Solapur, Phursungi, Rajgurunagar, Alandi and Haveli in Pune district. “We will recommend insurance firms to dishonour the claims supported by such reports,” an official of the insurance company stated in a letter addressed to the MAPPM.
Pathologist Prasad Kulkarni, executive council member of MAPPM, said, “We have forwarded the information of her malpractices to MMC. We have also requested the insurance agency to publish public notification blacklisting her.”
The erring pathologist can be tried for these malpractices under the Medical Practitioners Act, 1961.
A Supreme Court ruling of December 2017 clearly stated that laboratory reports can be countersigned only by a registered medical practitioner with a postgraduate qualification in pathology. “How can a pathologist be present at laboratories at so many different locations around the same time?” Kulkarni asked.
An MMC official said, “We will scrutinise the complaint letter.”"
151,"Apr 3, 2019, 04:24 IST","Mazhar Ali / TNN / Apr 3, 2019, 04:24 IST",MANGALURU NEWS,"Shiroor Mutt told to pay 3.5 cr more as tax, seer’s selection too in a fix","Udupi: The income-tax department has asked the Shiroor Mutt to immediately pay Rs 3.46 crore as tax, creating yet another hurdle in the appointment of a new pontiff at the mutt. Already, a total of Rs 34.34 crore tax settlement is pending at the mutt and tax department had sent a notice to Sode Mutt, its dwanda mutt (twin mutt), asking it to clear it.
This year, the tax department had originally sent a notice for Rs 17 crore to the mutt on its income from various properties. When the mutt approached the I-T department, the latter took a sympathetic view of the condition at the mutt and reduced 80% of the tax amount, asking it to pay only its 20%, which is Rs 3.46 crore.
Now, until the I-T dues are cleared, appointment of a new seer is not possible. Even if a new seer is appointed, he will be busy settling these dues, instead of concentrating on mutt' s activities.
The sudden death of Sri Lakshmivara Teertha, head pontiff of Shiroor Mutt due to multi-organ failure, led to Sode Vadiaraja seer taking over the mutt’s administration. Though it was decided then to appoint a new head at the mutt within six months, it did not materialise, prompting disciples to seek an explanation and organise a meeting on Sunday.
Sri Vishwavalabh Tirtha Swamiji of Sode Mutt said, “Until tax and other financial hurdles are resolved, appointment of a new seer to the mutt is not possible. The new seer, who succeeds Sri Lakshmivara Teertha, should focus on bhakti, knowledge and ‘vairagya’ and cannot work on resolving existing court cases and other hurdles. Moreover, at present, the condition of the mutt is pathetic and looking at the situation, no one is ready to come forward to take the responsibility as successor. Just matching the horoscope is not enough.”
Earlier, the Shiroor swamiji and Thonse Jayakrishna Shetty, a businessman, together planned to start a Kanaka Mall at mutt’s property at Kalasanka. For this, they had applied for a loan of Rs 25 crore from Corporation Bank in Manipal. The bank released a loan of Rs 16 crore. However, the construction stopped midway as a dispute arose between the two. Jayakrishna had taken advance from many people promising to give a shop in the mall. However, when the work stopped, the bank issued a notice to both and eventually the property was seized. Hence, Jayakrishna filed a case, which is still being heard in the high court.
In addition to it, Shiroor mutt has been renovated with Rs 25 lakh and more money is required for further renovation before a new seer takes over. Currently, the daily expenses of the mutt is being met with the rent received from other buildings. Shiroor seer had only Rs 10 lakh fixed deposit as asset.
Meanwhile, one of the swamis at the mutt said they had chosen a successor for the late pontiff. They, however, do not want to reveal his name. He is studying in the mutt. After training him and looking at his performance, a decision would be taken on appointing him as the pontiff in two to three years, he said."
152,"Apr 3, 2019, 04:25 IST","Shaukat Mohammed / TNN / Apr 3, 2019, 04:25 IST",MANGALURU NEWS,Election Commission serves notice to Digvijaya Singh for giving money to beggars at temple,"BHOPAL: Congress leader Digvijaya Singh — the party candidate for Bhopal Lok Sabha constituency — was on Tuesday served a notice by the Sehore administration over a video that shows him allegedly distributing money to beggars outside a temple. The former chief minister has till April 9 to file his reply.
Last Friday, Digvijaya was scheduled to hold a party workers’ meeting at Raj Garden in Lunia Chouraha of Sehore. On the way, he stopped for prayers at Chintaman Ganesh temple in the town. The video, shared widely on social media, shows him allegedly handing Rs 20 notes to some women beggars.
State BJP vice-president Vijesh Lunawat filed a complaint with EC on Saturday, alleging violation of model mode of conduct. SDM Varun Kumar Awasthi has issued a notice to Digvijaya, asking for his explanation. Sehore collector Ganesh Shankar Mishra pointed out that Sehore is within Bhopal parliamentary constituency. “The model code of conduct is in effect and any candidate or political party giving money, for no apparent reason, is violation of the model code of conduct. The BJP had lodged a complaint,” Mishra said.
The state Congress defended Digvijaya and argued that it’s not a violation of model code of conduct. Speaking to TOI, state Congress media department convener Narendra Saluja said, “This doesn’t qualify to be a violation of model code of conduct. In Indian tradition and culture, any religious person visiting a temple does some charity by helping needy persons. It’s BJP’s degraded mentality that they see model code of conduct violation in a religious tradition. Perhaps, BJP does not believe in helping the poor and needy sitting outside temples.”
Lunawat retaliated by saying, “Digvijaya Singh’s dirty tricks are not going to work in Bhopal. He is visiting temples by day and dargahs by night. The man who accosted Hindus and RSS for years has suddenly turned pro-Hindu. During democratic elections, political parties have to abide by the law, EC and model code of conduct — all of which are being disregarded by Congress.”"
153,"Updated: Apr 3, 2019, 13:38 IST","TNN / Updated: Apr 3, 2019, 13:38 IST",MANGALURU NEWS,A total of 114 nominations filed in state,"Thiruvananthapuram: A total of 114 nominations have been filed in the state till date. On Tuesday 30 more nominations were filed.
The prominent candidates who filed their nominations on Tuesday include Dean Kuriakose of the Congress in Idukki, V N Vasavan of the CPM in Kottayam, M B Rajesh of the CPM in Palakkad, Rajaji Mathew Thomas of the CPI in Thrissur, V P Sanu of the CPM in Malappuram, Sobha Surendran of the BJP in Attingal and C K Padmanabhan of the BJP in Kannur.
The last date for filing nomination is April 4."
154,"Updated: Apr 3, 2019, 14:55 IST","TNN / Updated: Apr 3, 2019, 14:55 IST",PUNE NEWS,55-yr-old neighbour attempts to rape 7-yr-old in Govindpura,"Bhopal: A 55-year-old man allegedly attempted to rape a 7-year-old girl, who resides in his neighbourhood in Govindpura locality on Monday afternoon.
An alert woman saw the accused forcefully taking the girl with him and informed the survivor’s maternal grandmother about the incident and they were able to rescue the minor at the nick of time. Cops acting on the complaint filed by the survivor’s mother registered a case against the accused under relevant sections of the IPC and POCSO Act and arrested him.
CSP (Govindpura) Amit Kumar said that the survivor’s 30-year-oldmother, in her complaint stated that she works at a government hospital as a sanitation worker, while her husband is in a private job. She has three children, including the survivor who is a student of Class 3.
CSP Kumar said that the survivor’s mother stated that the accused, identified as Bhura alias Bapu Birade, resides in the neighbourhood of her mother’s house. He resides at his sister’s house, while his wife and children reside in a separate house in Minal Residency Colony. The accused is suffering from poor eyesight problem.
Police said that the survivor’s mother stated that she left home for work at around 6am on Monday and her husband had also gone out for work. The children were at her mother’s house. She alleged that in the afternoon when the children were playing outside the house, the accused grabbed the survivor’s hand and forcefully took her into his house.
The accused dragged the minor near the bathroom and disrobed her. When he was attempting to rape her, the neighbouring woman who had seen Bhura taking the survivor with him rushed to the spot hearing her cry and called the survivor’s grandmother. Both the women barged into Bhura’s house and caught him red-handed trying to rape the survivor.
Police said that in the afternoon when the survivor’s mother returned home at around 3pm, she was informed about the incident and a complaint was lodged at Govindpura police station. Acting on the complaint filed by survivor’s mother, police registered a case against the accused and arrested him."
155,"Updated: Apr 3, 2019, 11:45 IST","Joychen Joseph / TNN / Updated: Apr 3, 2019, 11:45 IST",BAREILLY NEWS,Man rapes & blackmails ex-colleague,"PUNE: A Wadgaonsheri resident was booked on Monday for allegedly raping his former colleague repeatedly for seven years and extracting Rs 15 lakh from her by threatening to send her obscene video clips and photographs to her relatives.
The Dighi police said the incident occurred between March 2011 and March 2018 at various hotels and lodges in Dighi and in Thane district. The woman (37) had lodged a complaint against the suspect with the Badalapur police, which was later transferred to the Dighi police for further investigation.
“We are yet to arrest him in the case,” a police officer said."
156,"Updated: Apr 3, 2019, 11:18 IST","Srikanta Tripathy / TNN / Updated: Apr 3, 2019, 11:18 IST",JAIPUR NEWS,Locals’ tip-off helps Udupi police arrest on-the-run rapist,"UDUPI: Less than 24 hours after his escape from their custody, Udupi district police arrested Hanumantha Basappa Kamballi, an accused in the Manipal minor’s rape and murder case on Monday.
The 39-year-old gave police the slip while he was taken to the district jail in Hiriyadka around 7.30pm on Sunday. He had allegedly kidnapped, raped and murdered a 17-year-old girl at Moodusagri of Shivalli village in Udupi district on March 9. He was booked under IPC sections 376 A, 366 A and 302, and section 6 of Pocso Act.
Besides forming a special team, Udupi police sought public help to nab the accused. Accordingly, some residents told the police that the accused had fled wearing a blue T-shirt put up for drying near a quarry in Kajaraguthu on Sunday. The team managed to trace Hanumantha near Lanjoli bus stop in Pernankila at 6.45pm.
Hanumantha, a native of Badami taluk in Bagalkot district, had allegedly lured the girl with a promise of getting her a well-paying job. However, he allegedly took her to an isolated place and committed the crime. According to investigation, the accused strangled the girl using her dupatta when she screamed and threatened to inform police and her family about the incident."
